Started: 03-Oct-2012 10:30
1	1	3	1	39	8.027209e+00	9.841897e-01	1	9.077836e+00	
1	2	3	1	63	9.595458e+00	1.238990e+00	1	1.086567e+01	
1	3	3	1	71	1.138381e+01	1.520408e+00	1	1.293816e+01	
1	4	3	2	51	1.345645e+01	1.418033e+00	2	1.491067e+01	
1	5	3	2	3	1.542888e+01	1.424019e+00	2	1.688303e+01	
2	1	2	1	62	3.628860e+01	1.264987e+00	1	3.757562e+01	
2	2	2	1	14	3.809360e+01	1.765470e+00	1	3.988224e+01	
2	3	2	1	18	4.040022e+01	2.239424e+00	1	4.267345e+01	
2	4	2	1	42	4.319160e+01	2.035137e+00	1	4.526427e+01	
2	5	2	1	70	4.578248e+01	1.660569e+00	1	4.747045e+01	
3	1	1	1	32	5.998985e+01	2.009591e+00	1	6.202902e+01	
3	2	1	1	20	6.254704e+01	2.422498e+00	1	6.500418e+01	
3	3	1	1	8	6.552220e+01	2.766811e+00	1	6.831353e+01	
3	4	1	2	36	6.883160e+01	2.157286e+00	2	7.102127e+01	
3	5	1	1	12	7.153960e+01	3.251625e+00	1	7.481545e+01	
4	1	4	2	33	8.369110e+01	1.730951e+00	2	8.544609e+01	
4	2	4	1	73	8.596423e+01	1.977389e+00	1	8.796976e+01	
4	3	4	2	21	8.848793e+01	2.603888e+00	2	9.112883e+01	
4	4	4	1	57	9.164700e+01	1.392074e+00	1	9.306783e+01	
4	5	4	1	65	9.358598e+01	1.580137e+00	1	9.519044e+01	
5	1	1	2	40	1.066903e+02	1.807020e+00	1	1.085288e+02	
5	2	1	1	60	1.090470e+02	2.284805e+00	2	1.113534e+02	
5	3	1	1	44	1.118716e+02	2.722887e+00	2	1.146295e+02	
5	4	1	1	68	1.151476e+02	2.113881e+00	2	1.172871e+02	
5	5	1	2	52	1.178053e+02	1.311902e+00	1	1.191426e+02	
6	1	3	1	67	1.310098e+02	1.538321e+00	1	1.325809e+02	
6	2	3	1	15	1.330992e+02	1.812093e+00	1	1.349376e+02	
6	3	3	1	43	1.354560e+02	1.604473e+00	1	1.370938e+02	
6	4	3	1	75	1.376120e+02	1.991141e+00	1	1.396346e+02	
6	5	3	1	79	1.401526e+02	2.410235e+00	1	1.425929e+02	
7	1	2	1	78	1.558477e+02	9.687571e-01	1	1.568504e+02	
7	2	2	2	46	1.573686e+02	1.292815e+00	2	1.586892e+02	
7	3	2	1	74	1.592072e+02	1.163515e+00	1	1.603939e+02	
7	4	2	2	26	1.609120e+02	1.269609e+00	2	1.622157e+02	
7	5	2	1	66	1.627340e+02	1.676652e+00	1	1.644388e+02	
8	1	4	1	1	1.843961e+02	1.150979e+00	1	1.855829e+02	
8	2	4	1	37	1.861009e+02	1.415477e+00	1	1.875383e+02	
8	3	4	1	53	1.880566e+02	1.463005e+00	1	1.895442e+02	
8	4	4	1	41	1.900624e+02	1.481046e+00	1	1.915665e+02	
8	5	4	1	69	1.920848e+02	2.441961e+00	1	1.945585e+02	
9	1	1	2	16	2.080973e+02	1.707103e+00	2	2.098355e+02	
9	2	1	1	28	2.103537e+02	1.958592e+00	1	2.123426e+02	
9	3	1	1	48	2.128610e+02	2.095805e+00	1	2.149836e+02	
9	4	1	1	64	2.155019e+02	1.648794e+00	1	2.171732e+02	
9	5	1	2	76	2.176915e+02	3.786364e+00	2	2.215928e+02	
10	1	3	1	11	2.357764e+02	1.093993e+00	1	2.368965e+02	
10	2	3	2	35	2.374145e+02	2.044172e+00	2	2.394872e+02	
10	3	3	1	31	2.400053e+02	1.039177e+00	1	2.410751e+02	
10	4	3	2	47	2.415932e+02	1.961381e+00	2	2.435822e+02	
10	5	3	1	27	2.441004e+02	1.940144e+00	1	2.460727e+02	
11	1	4	1	25	2.604638e+02	0	0	2.643650e+02	
11	2	4	1	13	2.648766e+02	2.357294e+00	1	2.672666e+02	
11	3	4	2	29	2.677848e+02	1.846665e+00	2	2.696569e+02	
11	4	4	1	17	2.701751e+02	0	0	2.740760e+02	
11	5	4	1	77	2.745878e+02	0	0	2.784888e+02	
12	1	2	1	38	2.862880e+02	2.017621e+00	1	2.883270e+02	
12	2	2	1	34	2.888453e+02	1.869244e+00	1	2.907507e+02	
12	3	2	2	50	2.912687e+02	2.110440e+00	2	2.934082e+02	
12	4	2	1	22	2.939264e+02	2.490639e+00	1	2.964502e+02	
12	5	2	1	30	2.969684e+02	2.576990e+00	1	2.995760e+02	
13	1	1	1	24	3.103068e+02	1.591764e+00	1	3.119278e+02	
13	2	1	1	72	3.124460e+02	1.612422e+00	1	3.140842e+02	
13	3	1	1	4	3.146022e+02	1.671666e+00	1	3.163070e+02	
13	4	1	1	80	3.168254e+02	2.667264e+00	1	3.195163e+02	
13	5	1	1	56	3.200344e+02	1.426857e+00	1	3.214886e+02	
14	1	4	2	61	3.334898e+02	1.494180e+00	2	3.350106e+02	
14	2	4	1	49	3.355288e+02	1.421851e+00	1	3.369830e+02	
14	3	4	1	9	3.375011e+02	1.431360e+00	1	3.389553e+02	
14	4	4	1	5	3.394736e+02	1.697478e+00	1	3.411952e+02	
14	5	4	2	45	3.417133e+02	2.056145e+00	2	3.438024e+02	
15	1	3	2	59	3.582775e+02	1.455438e+00	2	3.597648e+02	
15	2	3	1	7	3.602831e+02	8.556192e-01	1	3.611688e+02	
15	3	3	1	23	3.616871e+02	2.151919e+00	1	3.638768e+02	
15	4	3	1	19	3.643949e+02	2.391594e+00	1	3.668184e+02	
15	5	3	1	55	3.673365e+02	1.452613e+00	1	3.688243e+02	
16	1	2	1	6	3.831654e+02	1.261769e+00	1	3.844524e+02	
16	2	2	1	2	3.849706e+02	1.357208e+00	1	3.863577e+02	
16	3	2	2	54	3.868758e+02	1.589847e+00	2	3.884971e+02	
16	4	2	1	58	3.890153e+02	3.150660e+00	1	3.921910e+02	
16	5	2	2	10	3.927093e+02	1.516303e+00	2	3.942470e+02	
